Id,SalePrice
1625,119700.68716853844
1626,167729.59957157972
1627,191418.52860431548
1628,280189.8502483282
1629,175365.5337973161
1630,367093.6774023101
1631,219301.73040265334
1632,233338.41487619583
1633,167238.04578214133
1634,186448.40562463275
1635,175456.56594546817
1636,153119.4918017677
1637,199792.11612994294
1638,182948.19896680483
1639,184232.35750503634
1640,259489.00006289146
1641,176954.41774078482
1642,233837.94119994921
1643,217861.04034478683
1644,229094.23635504392
1645,206739.981678764
1646,156822.8727593583
1647,156752.89303239205
1648,132300.48022601363
1649,140087.63968127748
1650,112502.93423059926
1651,123114.88675429161
1652,99411.15399650887
1653,102983.20369961891
1654,147508.45909048285
1655,139919.8537056927
1656,141446.9850610442
1657,148140.35671281643
1658,145631.97414434043
1659,127717.96617326005
1660,153944.5523499636
1661,463230.5531007004
1662,415937.8268737785
1663,384499.3018764199
1664,546376.1998170259
1665,302277.61160136526
1666,329785.70794691937
1667,393375.4035976749
1668,340225.3988147213
1669,297056.31696511287
1670,335615.74945311976
1671,256208.55156325936
1672,464310.4047250499
1673,288541.02075514605
1674,238446.55229505003
1675,189369.9226153848
1676,188868.86918486888
1677,214665.70374886002
1678,483200.96001243795
1679,411802.2930237796
1680,325717.6456940781
1681,236302.85482037134
1682,311102.5558126148
1683,183321.90614779684
1684,173326.40109635057
1685,173059.7943661424
1686,169387.1434022068
1687,167841.21492662578
1688,189687.60316612068
1689,192159.20713141363
1690,195189.7919496179
1691,181342.66557183285
1692,261781.96574807772
1693,162862.90659624076
1694,181293.98907371756
1695,163622.49618929686
1696,271853.73246895726
1697,170164.89353037227
1698,351381.0782629665
1699,308506.8195369626
1700,249871.68287217224
1701,266276.5336297194
1702,240976.77856159158
1703,238987.27673665126
1704,285992.37988416327
1705,226977.0058572698
1706,450698.3835743362
1707,208297.44507986892
1708,199719.53081433492
1709,267765.96153842716
1710,217898.99540932314
1711,263264.88342603686
1712,257707.9955014235
1713,277185.672838708
1714,221550.28865339817
1715,201060.17977840826
1716,182155.7739498866
1717,171274.75358119822
1718,135982.52227284812
1719,205171.84643189123
1720,241569.31877036096
1721,163616.2722979018
1722,125209.35002417341
1723,154791.01998263734
1724,205943.86066189202
1725,240224.83583587388
1726,188351.43074856183
1727,156058.15068015762
1728,178797.88707655328
1729,166777.19564739364
1730,159405.01647158514
1731,119709.15022466565
1732,130431.51895442512
1733,115614.65795271123
1734,122008.73881172048
1735,130222.36942744466
1736,113794.23570830199
1737,312095.331397966
1738,234966.07302666164
1739,266361.1842043808
1740,220909.46585756325
1741,192479.03074448873
1742,171271.93873877736
1743,176615.7595704409
1744,317503.5467360832
1745,213089.19182894024
1746,186686.7759282039
1747,212929.89041998106
1748,224912.0408390883
1749,146948.3951989778
1750,124529.6008517888
1751,248091.9562431238
1752,121445.67954836311
1753,147101.63754790465
1754,193946.3474107851
1755,165533.30753949843
1756,126377.65622849055
1757,121133.89254230242
1758,140763.6285501768
1759,157340.30360683988
1760,161155.58741451704
1761,145947.3614838073
1762,178029.2110356261
1763,178689.54743835848
1764,115305.66120651145
1765,169010.25786101972
1766,188084.8936637398
1767,230703.55846934975
1768,140838.97328147205
1769,172471.56956719287
1770,150452.4978483781
1771,124145.57912253536
1772,134772.3954561798
1773,128154.70653951359
1774,142049.29957014264
1775,140156.93623258275
1776,121406.17740827127
1777,110025.34145306639
1778,138299.17805098565
1779,116292.42448905765
1780,174340.3304907225
1781,123663.90369052031
1782,89932.8850984582
1783,141431.64974289757
1784,106725.09528148544
1785,122138.43347418284
1786,136915.02253881737
1787,163159.21317536454
1788,62895.70525563419
1789,97968.93824991722
1790,81679.48063941314
1791,180561.30377874017
1792,159319.51217943022
1793,128063.38062581494
1794,151689.68780758156
1795,133532.65014711692
1796,123333.98862580524
1797,111109.95197833338
1798,123827.03716198054
1799,110371.66238235461
1800,126367.40859759331
1801,127678.85711911863
1802,132343.20659933728
1803,147375.25316034319
1804,140427.39237949118
1805,137721.31943577813
1806,124190.27093829744
1807,128752.17724757495
1808,118672.50518842794
1809,119717.72753322317
1810,137700.17888122774
1811,91615.74725391953
1812,95301.47347831677
1813,122728.1746050559
1814,96965.93917079325
1815,58001.66604791739
1816,100389.49067491436
1817,102047.72098416155
1818,144065.03850480565
1819,128835.21000388513
1820,54291.115086170044
1821,114565.89713910632
1822,144799.76114680947
1823,42006.81660045244
1824,129865.33305004184
1825,138447.46271743166
1826,100492.77618368702
1827,101082.28387350995
1828,136185.99452373688
1829,115742.4513844467
1830,138889.3745608498
1831,143690.7740314092
1832,79934.02531902496
1833,135075.13449991297
1834,117317.38679826623
1835,122932.30188794571
1836,126834.0829245203
1837,87688.9939459772
1838,123126.20244765129
1839,104138.03498401663
1840,144244.44612143212
1841,141976.27668515977
1842,89838.21775513841
1843,127350.71228031135
1844,137816.36860823867
1845,141366.25985295157
1846,153408.89006122286
1847,162324.56164182187
1848,54874.962194506086
1849,108688.93373374356
1850,118679.2427349924
1851,156100.05787163018
1852,124703.24864605942
1853,131129.68933470428
1854,166166.25003124552
1855,140686.2219832376
1856,225429.51925514342
1857,142852.10359018593
1858,135285.7231457644
1859,115907.20716611648
1860,144347.29044685565
1861,116112.22948026039
1862,321710.66473203
1863,309657.6716973536
1864,309670.10182471713
1865,337103.6273359639
1866,334804.1237110382
1867,229685.13944701303
1868,300970.48515058716
1869,205499.13705507974
1870,225474.02708363463
1871,247745.21975458044
1872,172086.6579728699
1873,238796.29328808063
1874,148470.51179427444
1875,201600.63754436056
1876,197893.75454480227
1877,209299.40712398515
1878,202328.82072752202
1879,126524.22054505082
1880,134640.0175880047
1881,244033.96647333325
1882,249269.21979685358
1883,186614.17304816615
1884,202901.82576003225
1885,239791.8092786107
1886,296090.3800261419
1887,209013.50535279664
1888,276353.0138607405
1889,166059.00337153376
1890,119692.30177303207
1891,133827.38297068252
1892,102313.3227077693
1893,126678.82178108349
1894,122002.81898787679
1895,132132.39006113046
1896,125786.2590267132
1897,113122.58444441837
1898,115475.82656714342
1899,155445.47033045234
1900,154091.4807992858
1901,165843.3614436426
1902,150452.54013307972
1903,216087.92314351292
1904,144496.74134944007
1905,203032.73697483982
1906,165927.87469663547
1907,211592.9951628567
1908,112135.40082237142
1909,135765.32498651656
1910,122844.47495190466
1911,214355.9108701746
1912,339389.1277670693
1913,145004.23244394886
1914,59559.17016336939
1915,310384.26336683915
1916,68715.28018058644
1917,249752.44145921068
1918,143912.92879230608
1919,178107.74200659984
1920,155506.31557775868
1921,411207.1458645854
1922,314749.8605387247
1923,232452.59794779966
1924,236375.1528220411
1925,197959.2040344616
1926,392352.6281927201
1927,128771.28455235607
1928,154705.22540432995
1929,125869.18284787143
1930,129152.68050980268
1931,143454.3259162412
1932,136717.56030600285
1933,180153.83199074707
1934,182524.82195255122
1935,170399.75570553378
1936,192894.1182466805
1937,180947.71584057872
1938,169825.31391520065
1939,233103.11367993886
1940,188194.78598607413
1941,170424.8723972052
1942,180591.9543572364
1943,208438.75230897515
1944,357135.6042390161
1945,381324.5952074843
1946,137735.201237526
1947,303362.34366243606
1948,166051.0425356301
1949,246895.70882018365
1950,186723.69278589654
1951,241841.1248847788
1952,211296.8961730709
1953,162563.65804677925
1954,186459.08611479698
1955,132152.4234833066
1956,317516.619647571
1957,151182.26193288594
1958,310333.379222535
1959,144553.3100942065
1960,116430.61862029505
1961,119583.5810836088
1962,99007.19129954306
1963,108221.43193754976
1964,107114.91612927176
1965,147057.9877408039
1966,139550.11905181647
1967,286644.32415346673
1968,451300.5589587887
1969,390252.6524777593
1970,454331.99029058975
1971,481227.23882658116
1972,380958.6903779912
1973,261438.16518017612
1974,333058.6620038682
1975,535529.6145769615
1976,265949.997618888
1977,370702.4602109296
1978,363446.1327254954
1979,318523.89972749946
1980,198101.18265016028
1981,342544.4543545566
1982,214645.11159522226
1983,198864.96705088188
1984,171621.11385445023
1985,226324.90135732488
1986,210149.83961291722
1987,186678.92410479762
1988,175397.36777356613
1989,192325.4850088053
1990,209327.61790110474
1991,225586.5033951149
1992,213477.00214438004
1993,168468.36800230958
1994,234229.72611555213
1995,185732.67266214424
1996,243586.5152170097
1997,310403.7003772465
1998,316368.2682633133
1999,262318.6981466874
2000,314015.5538754806
2001,265522.18910611985
2002,240384.88110089232
2003,255918.02413956058
2004,281980.69457870943
2005,217389.2813888973
2006,219964.53325919635
2007,247387.10726979206
2008,213768.47287001033
2009,193197.8705090774
2010,192850.74000410375
2011,141088.33097911978
2012,173926.73309919174
2013,177770.64356208258
2014,185071.20242057403
2015,199752.15055194378
2016,190887.58176483278
2017,194222.81617195968
2018,121060.34020980635
2019,134351.3511391095
2020,105601.14902172885
2021,104053.22421113827
2022,179459.8703050806
2023,140899.94209217624
2024,260820.09256048567
2025,367857.6236159805
2026,175784.5538165548
2027,158839.90814019754
2028,155295.498416374
2029,167772.61913640637
2030,269489.4498024842
2031,227478.90324038346
2032,244930.52922211442
2033,257474.0477740322
2034,169512.79325054586
2035,214524.23735150282
2036,198952.11609234958
2037,208993.4281375648
2038,317324.4659691921
2039,211163.82243851814
2040,282722.476306777
2041,293717.56954916724
2042,204908.5049407377
2043,176986.58082658518
2044,170343.29141438287
2045,214884.31320290556
2046,144770.46484932245
2047,143530.13505143748
2048,141834.79694129495
2049,142252.39137379153
2050,171523.0609425269
2051,104932.52149819914
2052,121118.0302453086
2053,144353.07157515924
2054,95347.57147835245
2055,152620.72650902654
2056,142340.47370945234
2057,113428.8581405508
2058,214992.6222169524
2059,129235.6448992764
2060,174965.24039090943
2061,177080.54777820024
2062,128648.07059156836
2063,114241.44286724072
2064,139463.29202151686
2065,114859.59614763604
2066,163397.5528544437
2067,115010.98509288437
2068,142716.590758204
2069,86885.5161822759
2070,116743.90930852124
2071,100734.88073025337
2072,135398.262001241
2073,136514.89520568127
2074,184224.35364968883
2075,148660.62338051613
2076,116374.85438371409
2077,156352.49991347617
2078,128933.883027765
2079,129827.66163693079
2080,122363.2092341374
2081,127838.26463404248
2082,118355.27797910299
2083,143713.12393375707
2084,114476.56573150016
2085,116577.48455031766
2086,107848.76862824132
2087,121545.87486316518
2088,97396.59598111366
2089,80625.99344923714
2090,124518.29103927579
2091,108630.56480772528
2092,120347.25908285957
2093,117263.99083792893
2094,111148.47859920734
2095,144104.47968976045
2096,83260.94194531548
2097,97922.21198473085
2098,145386.6734214376
2099,60644.71544801833
2100,74975.581770458
2101,112035.8458809134
2102,125820.99202948465
2103,105140.65867427134
2104,135634.52708809482
2105,126179.74797331357
2106,63806.2003438049
2107,201231.73259667383
2108,115961.91933609848
2109,110256.90016565975
2110,132466.22236321858
2111,135522.1762452799
2112,137882.5364678104
2113,117651.65466371084
2114,120488.75421203612
2115,159179.19249054484
2116,117460.71569144305
2117,146795.6183252081
2118,122094.90972374633
2119,113996.30171440548
2120,115184.98554473766
2121,90995.12927207524
2122,115760.26703615919
2123,85809.20374642585
2124,155097.51600581515
2125,122655.56941788306
2126,143526.7712710777
2127,151135.03796822406
2128,125624.88464495554
2129,95958.71334833308
2130,132996.81298953822
2131,142820.84980739316
2132,113556.55598414896
2133,125514.28389443339
2134,122526.46496162418
2135,97669.91155125969
2136,72001.8636560527
2137,108003.41300678966
2138,127162.93991102578
2139,148688.6149913338
2140,140099.0782381495
2141,159042.82874043254
2142,123794.44284968241
2143,148905.49547177914
2144,120147.42752604932
2145,139597.05356524262
2146,169863.87747011776
2147,139331.75456682604
2148,131271.0532130308
2149,143482.47772743367
2150,226193.46616478893
2151,121697.7522979521
2152,178196.86476152943
2153,170441.03975531305
2154,102532.19233110645
2155,143019.7144323539
2156,264858.00078294566
2157,235059.95810628985
2158,237036.65106123924
2159,211367.87937137764
2160,179196.97463780586
2161,241733.74152369983
2162,426482.516667256
2163,345265.81561735005
2164,247866.76241731457
2165,198870.04796254443
2166,155046.3797008692
2167,220821.41987847
2168,192096.7316587284
2169,193454.74013562704
2170,214970.44864476268
2171,152169.5798345079
2172,128710.84388615962
2173,165945.2426940934
2174,229658.80465819396
2175,298549.24576286983
2176,316193.81627145293
2177,239281.38634967754
2178,210028.12865353
2179,138767.50446324356
2180,217210.27989045024
2181,191549.0217113935
2182,223520.17202304624
2183,190637.3449874734
2184,119511.02607918988
2185,122603.86784389542
2186,149838.6262136826
2187,154945.02789122448
2188,155925.15328521584
2189,305902.0986429227
2190,79448.71708518335
2191,81791.31022205346
2192,86336.9912133842
2193,108454.46947655053
2194,100943.83585333913
2195,109710.61245723143
2196,100514.67199941436
2197,121242.1281255568
2198,160262.25155387912
2199,177172.34913001116
2200,147992.8631735144
2201,145068.96386080323
2202,207376.53599300393
2203,138705.85226108838
2204,177111.47302852027
2205,117659.87197048844
2206,145228.68150133287
2207,213636.34888363763
2208,266801.3231973707
2209,238067.43161468528
2210,119567.52234086221
2211,118221.8327275845
2212,121481.80529769091
2213,102034.87649712665
2214,132116.2039856543
2215,103755.5945784275
2216,141573.10919671727
2217,71862.62385213858
2218,66425.79139207833
2219,66568.7496040948
2220,66350.02458210653
2221,312376.7181252369
2222,282670.8273184265
2223,302452.76540134073
2224,211125.93253229128
2225,120461.40809943344
2226,191258.8539492244
2227,197296.08430724847
2228,266522.8666928307
2229,254251.18639342164
2230,148865.19606088966
2231,208736.37518884154
2232,176734.05526519066
2233,174901.43422683308
2234,232900.77848615233
2235,221458.07566079305
2236,268370.1153621665
2237,339106.929971553
2238,202706.22127932115
2239,113806.28883598372
2240,158360.3328532123
2241,154928.9310393911
2242,123467.20311288892
2243,129195.6573757091
2244,103388.5996114563
2245,100647.53282875664
2246,137997.3395509148
2247,115812.64574020966
2248,127800.93864506368
2249,123576.21564191244
2250,129552.02946558286
2251,102358.66752334672
2252,180280.12342282472
2253,150299.53412037913
2254,177157.6716411842
2255,184530.71195540432
2256,175964.69098901932
2257,210371.718947151
2258,161324.98297234823
2259,179238.50733230554
2260,158761.31481674922
2261,188344.20987523097
2262,205830.89592995256
2263,375964.6825129619
2264,496656.17004376644
2265,170975.4280587312
2266,294408.12940188317
2267,385064.6912249667
2268,417907.54304798867
2269,151205.14895797
2270,193312.75459636305
2271,216749.101855685
2272,192528.2404248761
2273,164347.91465545737
2274,180039.07048359976
2275,162070.14986436328
2276,188542.46265127993
2277,183293.50188321396
2278,145110.73383086408
2279,127178.71504010465
2280,118440.94548700601
2281,167348.84298804103
2282,184924.06892712394
2283,106418.48355754036
2284,112194.73877960727
2285,144026.12693823277
2286,125829.85462830384
2287,364822.19776181784
2288,271326.22059454274
2289,390271.7603272125
2290,485682.4285025267
2291,327490.26267583296
2292,448830.3202073943
2293,495541.3831687958
2294,421094.90989321703
2295,503080.59629939863
2296,295010.6427128866
2297,339056.2505351328
2298,326709.51386851125
2299,375100.7233534828
2300,341082.3425710761
2301,299544.6710303951
2302,245082.78083071642
2303,236370.8243432091
2304,243839.0961452369
2305,190532.6239221618
2306,185793.4177569801
2307,194128.91924216092
2308,223797.68566680947
2309,272089.6390016927
2310,203796.3267042111
2311,204720.51510650438
2312,173605.23311842672
2313,172625.73187077092
2314,174508.85319708666
2315,181201.3243636112
2316,196400.49299750922
2317,187083.1598372462
2318,181370.18031510414
2319,183454.81710655143
2320,186168.12737656845
2321,242623.05288619964
2322,183466.96635544294
2323,183853.9703270763
2324,174990.66172581827
2325,214605.8985026346
2326,169095.99912900775
2327,205039.72029240368
2328,224184.3837572057
2329,191671.74425885262
2330,183824.1236994674
2331,350219.9495163365
2332,413468.05633561173
2333,320919.6849136343
2334,242888.63307848814
2335,269072.3630876424
2336,308000.74877121334
2337,198932.79044672276
2338,270746.1983229511
2339,214801.44818865557
2340,403738.18911361543
2341,224005.3925348667
2342,232300.64220355672
2343,228044.61339698167
2344,215475.04227395446
2345,232192.8722239122
2346,210015.973533231
2347,196107.80629426526
2348,237274.77970384347
2349,175367.11094896618
2350,307445.37512598664
2351,253343.77980564669
2352,249749.3189879896
2353,236586.20426304865
2354,142150.47282888184
2355,145298.54119407534
2356,150088.48853492804
2357,190627.15631666803
2358,191700.63220836694
2359,131846.8674518019
2360,118699.13969792257
2361,146848.21922599853
2362,274939.739976036
2363,138913.88829717916
2364,157429.56070179495
2365,219283.52656050157
2366,194318.57921356714
2367,222730.24662830104
2368,217505.73514354485
2369,217386.24186120124
2370,168377.73622548193
2371,165454.89175591193
2372,191387.81546533224
2373,281302.3409300663
2374,314380.0213157743
2375,244455.62827497424
2376,286300.45701612404
2377,349970.7121218002
2378,146715.27210935365
2379,205077.99349884898
2380,148640.66535621884
2381,168976.61364918784
2382,202745.8054803788
2383,205788.38654973923
2384,253750.56250683492
2385,159821.57012189328
2386,135519.38125740923
2387,135621.35811045652
2388,101660.02993602182
2389,118249.56927528717
2390,143403.92609029042
2391,141847.4406960834
2392,116023.62427164007
2393,167603.09892356215
2394,143402.29397526404
2395,209625.1965856604
2396,140938.92073847205
2397,221113.36818998033
2398,134438.46149312094
2399,62885.91901442226
2400,66831.82382656538
2401,122457.68639542598
2402,135724.2393796875
2403,141014.4175177683
2404,153985.78434853142
2405,157529.2906992251
2406,141875.49396081635
2407,127821.03287646345
2408,144596.9958022519
2409,122835.810592813
2410,163423.87642676343
2411,117435.05895333341
2412,154709.75055729222
2413,128878.61744386732
2414,148270.2713897572
2415,134104.7887593822
2416,122979.29304480033
2417,132316.00959413985
2418,132028.27827714168
2419,128415.99305314154
2420,122595.32283752495
2421,144808.88187889804
2422,106269.88501347095
2423,113554.71236702104
2424,158046.09619683787
2425,202250.45989740684
2426,128738.04212965252
2427,128765.85312582609
2428,179112.40084482002
2429,114228.63845284513
2430,132709.2109342449
2431,107225.14201313292
2432,147623.11879132842
2433,149069.20253224668
2434,140223.70916005396
2435,152244.9842253625
2436,108694.64367420235
2437,105301.83575841766
2438,126188.25913475791
2439,108058.6914507273
2440,123005.10752060878
2441,97239.5017610687
2442,102511.50037922556
2443,125726.71400774986
2444,129782.95415736393
2445,87371.67326916438
2446,133547.576729923
2447,175389.26010989997
2448,128502.51602921475
2449,109732.74445049373
2450,146283.2641167826
2451,121195.35942620304
2452,198953.6164442737
2453,94317.39811570654
2454,115310.9883015404
2455,123248.48665256822
2456,130278.15263748683
2457,132023.609282828
2458,124560.07994688803
2459,110571.7915083054
2460,135892.7974598843
2461,123127.41056156038
2462,134194.24825443898
2463,119478.40749660836
2464,168669.84920698474
2465,140212.76453994706
2466,115327.66464689357
2467,131271.52750519183
2468,79269.43944360485
2469,80068.89560355096
2470,191275.06020832708
2471,210351.69912368787
2472,162079.5669505989
2473,117386.7643471899
2474,77507.87194326421
2475,220761.93759657053
2476,115815.34800631338
2477,124081.33989158104
2478,149462.12413180355
2479,103257.33709824366
2480,152590.14506500945
2481,119433.93567804655
2482,126907.47640648042
2483,112712.39245315021
2484,122104.49297146304
2485,124706.46048389099
2486,150671.70697524757
2487,172835.74938110693
2488,160924.30330831103
2489,149053.28955924785
2490,142870.62950321322
2491,91741.30824450891
2492,183587.92528784848
2493,145559.59068207047
2494,146399.4473334974
2495,86842.1752677806
2496,232550.0645844347
2497,155993.39020164954
2498,112075.9187360694
2499,87134.02106567007
2500,126330.64571277863
2501,135204.44968573886
2502,150224.20035892737
2503,96848.96653090595
2504,184812.83218086656
2505,226491.09109761968
2506,255984.38692673887
2507,295198.8562569399
2508,255449.5705441679
2509,213023.29620120034
2510,218489.68072677834
2511,176389.58827220934
2512,207746.70871550264
2513,219059.56449979128
2514,241565.52155618678
2515,147336.54801507576
2516,170304.64238244086
2517,145456.5506715003
2518,150573.90686288232
2519,230349.87319520485
2520,213705.98255529645
2521,188151.42149613297
2522,224026.2366391698
2523,121242.11439168495
2524,132820.23089324206
2525,145309.97821816316
2526,134535.7375072314
2527,114767.98771554415
2528,129010.43638642789
2529,134277.64440603682
2530,124279.37439745644
2531,260507.28544582526
2532,229329.0951178145
2533,195226.45794359164
2534,230119.23053803993
2535,312371.3820919037
2536,231649.6851947839
2537,232861.59309038022
2538,186593.70442513126
2539,188901.5949650627
2540,177895.1295132711
2541,181167.695290257
2542,163633.82883219933
2543,126385.22776735437
2544,120885.23334702959
2545,133951.6240859981
2546,127833.32934973814
2547,140469.7515803452
2548,156602.23805947445
2549,160597.09038953125
2550,1122446.413052458
2551,140858.0095446064
2552,132270.1230357148
2553,76611.1440074356
2554,94213.26942127541
2555,121298.66188671676
2556,102581.44177321508
2557,110342.7830081127
2558,155716.40359981827
2559,137887.00358806914
2560,151370.97272102823
2561,146636.68139617814
2562,137944.72464345495
2563,150814.76452500158
2564,197966.4363461213
2565,137591.3841030856
2566,157879.0570536898
2567,139673.0445777167
2568,204405.95616914827
2569,226082.23030912847
2570,115258.38817969384
2571,188592.10183439593
2572,152456.11735485372
2573,222567.20496784255
2574,284606.76039813715
2575,125347.76219599506
2576,118469.77162543678
2577,132110.79692144168
2578,88192.98407150194
2579,67821.78429009768
2580,92133.42728859874
2581,100645.40385140844
2582,101395.1396878561
2583,283254.9923924308
2584,176360.97498954472
2585,187073.43447049303
2586,221744.3428613501
2587,202362.88626559556
2588,145776.6573985249
2589,150823.98310759565
2590,208827.72075971364
2591,218789.6805924933
2592,213034.0419510867
2593,251814.3291512725
2594,179939.0727491416
2595,198402.75160730095
2596,298033.07741142827
2597,183911.79316245837
2598,291717.1951638586
2599,329739.6062858811
2600,147222.4585108924
2601,141635.16751442404
2602,84435.79542171417
2603,92087.90898093974
2604,90703.64707270109
2605,81662.74127348917
2606,145213.24322662802
2607,215652.23501790216
2608,196060.81518101896
2609,176126.7428593305
2610,108882.35536637585
2611,121997.91815787005
2612,159291.4610356917
2613,132245.0288248072
2614,127135.81045256203
2615,152565.2149611057
2616,145024.6956021423
2617,180524.25265334922
2618,196889.57353323576
2619,196995.07952474532
2620,188930.0581446337
2621,173444.6764587627
2622,180953.4675245654
2623,244967.8011784731
2624,313909.24076723936
2625,302008.47035743773
2626,174736.95882774438
2627,164971.2957516783
2628,492892.78875786706
2629,526892.8274368421
2630,365533.81785801554
2631,492957.5283159755
2632,424560.36088100524
2633,298135.13026364765
2634,435688.78866096045
2635,159453.2412591954
2636,177440.9237378506
2637,179090.16387191587
2638,262560.8158830519
2639,184216.79670898733
2640,149645.37601305806
2641,106478.82479438416
2642,191709.4526289478
2643,106058.2879636808
2644,121899.50053006702
2645,109682.91772132758
2646,97358.43088890417
2647,105720.91485868394
2648,145754.8319129881
2649,152447.0091898051
2650,140367.01640037322
2651,139754.3947845684
2652,430783.9666423726
2653,246151.03277299408
2654,249485.5487734601
2655,398471.2020380648
2656,313743.8783999721
2657,361221.816878016
2658,306688.3940687497
2659,301777.4249274612
2660,365492.8895043379
2661,347196.82714108855
2662,357900.3663878079
2663,284147.67901626875
2664,264186.2609116833
2665,324946.26169774577
2666,274933.9036099423
2667,170933.55982669076
2668,179048.31051734544
2669,179852.97751487192
2670,277205.07775267225
2671,186295.6250664463
2672,196315.32458876475
2673,204497.12593730577
2674,197078.28678717598
2675,174480.05266122508
2676,190773.45038439718
2677,196532.4540339663
2678,253838.90512308478
2679,265397.7691799904
2680,277186.96482615074
2681,417620.1483354779
2682,316907.29401762906
2683,568443.3956480301
2684,315432.0533697399
2685,328337.1448924013
2686,249400.20865886362
2687,319793.43597766664
2688,214294.4613643667
2689,202488.243232228
2690,477654.2370249424
2691,185660.70136589708
2692,138350.401769437
2693,199448.1923177056
2694,139057.95714793133
2695,191504.24479188098
2696,182994.95669636535
2697,187412.66415641477
2698,194135.61701646697
2699,175515.30093515868
2700,155424.49775528302
2701,151275.36935079104
2702,112017.8920854401
2703,126551.36339589901
2704,135243.17384408193
2705,117212.5138810535
2706,115783.2659508443
2707,126024.97697713692
2708,132454.34248688136
2709,100829.53598581924
2710,126884.24584265501
2711,290737.3330076917
2712,389594.935199634
2713,171740.25060865545
2714,153982.0925738708
2715,170148.94576760818
2716,151271.9317144485
2717,190903.99478177162
2718,222143.21741550497
2719,151420.85878635463
2720,171420.71825371173
2721,131777.2298477945
2722,161336.5303033826
2723,140251.90833452647
2724,128623.24949947598
2725,130738.97568838563
2726,150951.6155515734
2727,174716.8399964676
2728,175522.570254933
2729,149049.05416543467
2730,143988.73006955697
2731,132642.4343137374
2732,131918.33690472643
2733,156185.4733509678
2734,143859.37526377005
